condo_name,district,top_year,km_mrt,x_coord,y_coord,median_rent,refPeriod,region,ref_year,condo_age,mrt_dist
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.71,2017Q4,RCR,2017,21,0.54
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.67,2017Q2,RCR,2017,21,0.54
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.9,2016Q1,RCR,2016,20,0.54
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.72,2016Q3,RCR,2016,20,0.54
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.66,2017Q3,RCR,2017,21,0.54
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.92,2015Q4,RCR,2015,19,0.54
THE ANCHORAGE,03,1997,0.58 - QUEENSTOWN,24858.059004299997,30212.073929560003,2.83,2016Q2,RCR,2016,20,0.54
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.48,2016Q1,RCR,2016,7,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.18,2016Q4,RCR,2016,7,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.38,2015Q3,RCR,2015,6,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.02,2016Q3,RCR,2016,7,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.38,2016Q2,RCR,2016,7,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.38,2017Q1,RCR,2017,8,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.31,2015Q4,RCR,2015,6,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.25,2017Q4,RCR,2017,8,0.58
THE REGENCY AT TIONG BAHRU,03,2010,0.62 - TIONG BAHRU,27686.583059970002,29373.51966335,4.25,2017Q3,RCR,2017,8,0.58
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,5.06,2015Q2,RCR,2015,9,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.85,2015Q1,RCR,2015,9,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.81,2016Q2,RCR,2016,10,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.86,2017Q2,RCR,2017,11,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.69,2015Q3,RCR,2015,9,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.85,2016Q4,RCR,2016,10,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.59,2017Q4,RCR,2017,11,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.46,2017Q3,RCR,2017,11,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.7,2017Q1,RCR,2017,11,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.74,2015Q4,RCR,2015,9,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.67,2016Q3,RCR,2016,10,0.2
TWIN REGENCY,03,2007,0.28 - TIONG BAHRU,27447.6618106,29668.26449869,4.76,2016Q1,RCR,2016,10,0.2
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,5.24,2015Q2,RCR,2015,12,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,5,2015Q3,RCR,2015,12,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,5.22,2015Q1,RCR,2015,12,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.7,2017Q1,RCR,2017,14,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.84,2016Q1,RCR,2016,13,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.69,2017Q3,RCR,2017,14,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.74,2016Q3,RCR,2016,13,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.76,2016Q4,RCR,2016,13,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.58,2017Q4,RCR,2017,14,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.88,2016Q2,RCR,2016,13,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.9,2015Q4,RCR,2015,12,0.64
CARIBBEAN AT KEPPEL BAY,04,2004,0.76 - HARBOURFRONT,25945.42996056,27737.91263628,4.73,2017Q2,RCR,2017,14,0.64
CORALS AT KEPPEL BAY,04,2016,0.69 - HARBOURFRONT,26128.3667,27480.7415,4.79,2017Q2,RCR,2017,2,0.45
CORALS AT KEPPEL BAY,04,2016,0.69 - HARBOURFRONT,26128.3667,27480.7415,4.77,2017Q1,RCR,2017,2,0.45
CORALS AT KEPPEL BAY,04,2016,0.69 - HARBOURFRONT,26128.3667,27480.7415,5.18,2017Q3,RCR,2017,2,0.45
CORALS AT KEPPEL BAY,04,2016,0.69 - HARBOURFRONT,26128.3667,27480.7415,5.01,2016Q4,RCR,2016,1,0.45
CORALS AT KEPPEL BAY,04,2016,0.69 - HARBOURFRONT,26128.3667,27480.7415,4.8,2017Q4,RCR,2017,2,0.45
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,2.93,2015Q3,RCR,2015,22,0.25
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,3.59,2015Q2,RCR,2015,22,0.25
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,3.4,2017Q1,RCR,2017,24,0.25
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,3.29,2016Q4,RCR,2016,23,0.25
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,2.62,2017Q3,RCR,2017,24,0.25
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,2.82,2016Q3,RCR,2016,23,0.25
HARBOUR VIEW TOWERS,04,1994,0.26 - TELOK BLANGAH,25250.66805377,28342.720240560004,3.45,2017Q2,RCR,2017,24,0.25
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.52,2015Q3,RCR,2015,19,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.62,2015Q2,RCR,2015,19,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.55,2016Q1,RCR,2016,20,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.41,2017Q1,RCR,2017,21,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.61,2016Q4,RCR,2016,20,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.25,2017Q4,RCR,2017,21,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.14,2017Q3,RCR,2017,21,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.52,2016Q2,RCR,2016,20,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.53,2016Q3,RCR,2016,20,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.61,2015Q4,RCR,2015,19,0.16
HARBOURLIGHTS,04,1997,0.08 - HARBOURFRONT,26848.38023788,27685.15827328,3.38,2017Q2,RCR,2017,21,0.16
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,4.3,2015Q3,RCR,2015,5,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,4.23,2015Q2,RCR,2015,5,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.79,2017Q2,RCR,2017,7,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.35,2016Q1,RCR,2016,6,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.62,2017Q1,RCR,2017,7,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.57,2016Q3,RCR,2016,6,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.89,2017Q3,RCR,2017,7,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.43,2016Q2,RCR,2016,6,3.09
MARINA COLLECTION,04,2011,3.03 - HARBOURFRONT,28639.002989940003,25050.38075738,3.68,2015Q4,RCR,2015,5,3.09
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,4.37,2015Q1,RCR,2015,6,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,4.04,2015Q2,RCR,2015,6,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,4.2,2015Q3,RCR,2015,6,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.99,2016Q1,RCR,2016,7,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.74,2017Q2,RCR,2017,8,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.99,2017Q1,RCR,2017,8,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.79,2017Q4,RCR,2017,8,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.77,2017Q3,RCR,2017,8,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,4.05,2015Q4,RCR,2015,6,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.93,2016Q3,RCR,2016,7,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.99,2016Q2,RCR,2016,7,3.33
SEASCAPE,04,2010,3.33 - HARBOURFRONT,28478.64745842,24659.79419882,3.93,2016Q4,RCR,2016,7,3.33
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,3.98,2017Q2,RCR,2017,3,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,5.22,2016Q4,RCR,2016,2,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,4.24,2017Q1,RCR,2017,3,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,4.03,2017Q4,RCR,2017,3,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,4.58,2017Q3,RCR,2017,3,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,3.98,2016Q1,RCR,2016,2,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,4.65,2015Q4,RCR,2015,1,0.25
SKYLINE RESIDENCES,04,2015,0.26 - TELOK BLANGAH,25161.559613100002,28231.63130058,4,2016Q2,RCR,2016,2,0.25
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.76,2015Q2,RCR,2015,30,1.14
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.63,2015Q3,RCR,2015,30,1.14
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.34,2016Q4,RCR,2016,31,1.14
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.31,2017Q4,RCR,2017,32,1.14
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.56,2016Q3,RCR,2016,31,1.14
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.51,2016Q2,RCR,2016,31,1.14
TERESA VILLE,04,1986,1.17 - HARBOURFRONT,26966.29582939,28711.46430891,2.4,2015Q4,RCR,2015,30,1.14
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.73,2015Q1,RCR,2015,8,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.74,2015Q2,RCR,2015,8,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.65,2015Q3,RCR,2015,8,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.78,2016Q4,RCR,2016,9,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.42,2017Q1,RCR,2017,10,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.51,2017Q4,RCR,2017,10,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.37,2017Q2,RCR,2017,10,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.6,2016Q1,RCR,2016,9,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.45,2016Q3,RCR,2016,9,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.6,2017Q3,RCR,2017,10,2.58
THE AZURE,04,2008,2.75 - TANJONG PAGAR,29610.34273323,26078.09004156,3.62,2015Q4,RCR,2015,8,2.58
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.45,2015Q2,RCR,2015,10,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.39,2015Q1,RCR,2015,10,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.63,2015Q3,RCR,2015,10,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.03,2016Q4,RCR,2016,11,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,3.87,2017Q1,RCR,2017,12,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.19,2016Q3,RCR,2016,11,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,3.69,2017Q4,RCR,2017,12,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,3.98,2017Q2,RCR,2017,12,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.17,2016Q1,RCR,2016,11,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,3.74,2017Q3,RCR,2017,12,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,4.04,2015Q4,RCR,2015,10,2.83
THE BERTH BY THE COVE,04,2006,2.99 - TANJONG PAGAR,29491.80183128,25824.44731301,3.87,2016Q2,RCR,2016,11,2.83
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.71,2015Q2,RCR,2015,7,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.61,2015Q1,RCR,2015,7,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.56,2015Q3,RCR,2015,7,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.44,2016Q2,RCR,2016,8,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.47,2016Q4,RCR,2016,8,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.37,2017Q1,RCR,2017,9,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.51,2016Q3,RCR,2016,8,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.38,2017Q4,RCR,2017,9,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.46,2017Q2,RCR,2017,9,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.55,2016Q1,RCR,2016,8,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.46,2017Q3,RCR,2017,9,3.17
THE COAST AT SENTOSA COVE,04,2009,3.24 - HARBOURFRONT,29244.37077272,25498.25471214,3.46,2015Q4,RCR,2015,7,3.17
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.51,2015Q2,RCR,2015,3,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.72,2015Q1,RCR,2015,3,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.53,2016Q4,RCR,2016,4,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.57,2015Q3,RCR,2015,3,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.28,2017Q1,RCR,2017,5,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.33,2017Q4,RCR,2017,5,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.29,2017Q2,RCR,2017,5,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.16,2016Q3,RCR,2016,4,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.4,2016Q1,RCR,2016,4,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.26,2017Q3,RCR,2017,5,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.58,2015Q4,RCR,2015,3,1.13
THE INTERLACE,04,2013,1.08 - LABRADOR PARK,24634.21404359,29411.28769758,3.25,2016Q2,RCR,2016,4,1.13
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.97,2015Q2,RCR,2015,6,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.9,2015Q1,RCR,2015,6,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.57,2017Q2,RCR,2017,8,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.51,2016Q1,RCR,2016,7,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.42,2016Q4,RCR,2016,7,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.38,2017Q1,RCR,2017,8,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.96,2015Q3,RCR,2015,6,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.86,2015Q4,RCR,2015,6,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.7,2017Q4,RCR,2017,8,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.73,2016Q3,RCR,2016,7,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.85,2016Q2,RCR,2016,7,3.18
THE OCEANFRONT @ SENTOSA COVE,04,2010,3.25 - HARBOURFRONT,29032.79546801,25260.79982524,3.62,2017Q3,RCR,2017,8,3.18
THE PEARL @ MOUNT FABER,04,2005,0.67 - HARBOURFRONT,27040.264310900002,28113.69479168,3.89,2015Q3,RCR,2015,11,0.62
THE PEARL @ MOUNT FABER,04,2005,0.67 - HARBOURFRONT,27040.264310900002,28113.69479168,3.51,2016Q2,RCR,2016,12,0.62
THE PEARL @ MOUNT FABER,04,2005,0.67 - HARBOURFRONT,27040.264310900002,28113.69479168,3.41,2017Q3,RCR,2017,13,0.62
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.32,2015Q2,RCR,2015,11,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.32,2015Q3,RCR,2015,11,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.56,2015Q1,RCR,2015,11,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.03,2017Q1,RCR,2017,13,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.39,2016Q2,RCR,2016,12,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.22,2016Q1,RCR,2016,12,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,2.98,2016Q4,RCR,2016,12,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.04,2017Q3,RCR,2017,13,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.02,2017Q4,RCR,2017,13,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.18,2015Q4,RCR,2015,11,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,3.22,2016Q3,RCR,2016,12,1.83
BLUE HORIZON,05,2005,1.94 - CLEMENTI,20413.483488730002,31102.05101399,2.95,2017Q2,RCR,2017,13,1.83
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,3.23,2015Q2,RCR,2015,7,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,3.33,2015Q3,RCR,2015,7,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,3.1,2015Q1,RCR,2015,7,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,3.16,2016Q2,RCR,2016,8,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,3.16,2016Q1,RCR,2016,8,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,2.84,2016Q4,RCR,2016,8,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,2.82,2017Q1,RCR,2017,9,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,2.73,2017Q3,RCR,2017,9,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,2.63,2017Q4,RCR,2017,9,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,2.9,2015Q4,RCR,2015,7,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,3.07,2016Q3,RCR,2016,8,1.22
BOTANNIA,05,2009,1.29 - CLEMENTI,19222.97791312,33406.57313474001,2.79,2017Q2,RCR,2017,9,1.22
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.38,2015Q2,RCR,2015,7,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.17,2015Q3,RCR,2015,7,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.06,2016Q3,RCR,2016,8,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.17,2016Q1,RCR,2016,8,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.13,2016Q4,RCR,2016,8,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,2.82,2017Q3,RCR,2017,9,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,2.96,2017Q4,RCR,2017,9,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.07,2016Q2,RCR,2016,8,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,3.27,2015Q4,RCR,2015,7,1.01
CARABELLE,05,2009,1.08 - CLEMENTI,19420.22686966,33354.653618519995,2.85,2017Q2,RCR,2017,9,1.01
DOVER PARKVIEW,05,1997,0.65 - BUONA VISTA,22542.66027158,32056.309675200002,3.42,2015Q2,RCR,2015,19,0.7
DOVER PARKVIEW,05,1997,0.65 - BUONA VISTA,22542.66027158,32056.309675200002,3.41,2015Q3,RCR,2015,19,0.7
DOVER PARKVIEW,05,1997,0.65 - BUONA VISTA,22542.66027158,32056.309675200002,3.52,2015Q1,RCR,2015,19,0.7
DOVER PARKVIEW,05,1997,0.65 - BUONA VISTA,22542.66027158,32056.309675200002,3.31,2016Q1,RCR,2016,20,0.7
